416,472,490
413,466,494
407,460,496
417,466,500
416,466,508
414,448,486
411,446,496
412,442,496
410,444,490
418,454,492
416,444,494
410,440,490
419,434,482
423,446,502
444,444,482
435,450,498
442,450,478
437,450,478
432,456,476
427,452,462
440,466,462
435,464,462
449,468,462
446,464,460
451,464,466
456,462,462
459,464,462
446,464,466
447,460,462
450,462,466
422,458,462
435,452,470
426,452,484
436,458,488
420,454,490
424,456,490
417,448,486
415,452,494
411,452,470
397,460,482
398,458,476
407,468,490
