483,492,590
484,500,612
482,492,584
506,498,584
464,504,596
470,502,608
431,502,690
419,500,668
442,510,656
461,512,570
508,488,460
515,478,476
499,450,478
513,494,478
428,558,596
354,534,808
362,522,760
443,516,650
447,514,572
490,500,482
516,482,436
493,460,424
508,518,502
446,564,632
347,504,828
395,516,726
441,510,636
468,500,564
497,490,494
498,472,452
490,464,448
493,494,484
467,552,576
419,560,692
355,526,782
404,524,704
440,522,660
458,510,586
488,500,532
495,478,468
486,474,446
473,470,448
485,518,508
454,578,662
369,534,778
379,516,720
450,518,676
454,512,636
483,506,576
488,486,512
491,472,456
465,470,434
472,500,482
466,552,594
423,544,760
349,488,770
443,508,684
451,508,636
480,498,546
497,484,498
493,476,450
472,468,434
478,506,496
467,564,636
405,530,780
392,502,732
465,518,694
459,508,602
479,494,520
484,476,472
484,478,458
476,476,456
477,518,538
465,556,694
410,512,810
479,528,712
476,522,680
478,508,564
483,484,492
484,478,462
466,476,454
476,486,482
483,538,632
462,472,772
470,494,696
468,480,604
515,518,600
470,490,584
485,504,590
476,502,580
470,508,604
476,508,614
475,504,594
465,502,608
468,500,604
474,504,602
472,502,604
478,500,594
468,494,596
