516,506,598
509,502,622
519,506,602
514,504,590
515,506,616
514,504,606
515,504,602
523,504,616
520,502,654
519,498,692
521,504,712
502,496,650
504,500,606
507,496,548
521,492,510
537,488,478
543,486,452
560,494,378
560,500,354
534,552,370
489,696,532
432,738,728
547,614,908
485,508,780
479,514,766
480,524,640
468,518,574
477,524,546
526,512,488
555,498,456
567,502,440
568,508,390
551,528,350
528,560,356
496,718,488
377,646,920
522,616,900
505,530,840
509,532,734
491,530,668
493,532,616
497,530,532
513,520,494
532,506,468
550,506,426
555,506,400
555,514,368
530,598,364
512,722,480
416,616,920
508,544,764
502,532,820
505,536,710
476,524,620
482,530,610
491,524,528
520,502,480
533,498,472
554,502,418
562,506,378
557,514,372
515,598,412
391,736,722
531,682,918
565,586,806
557,544,756
520,546,730
499,526,606
484,516,586
496,514,558
516,504,518
530,500,458
549,502,422
550,512,352
558,550,334
550,600,348
460,752,580
479,582,920
559,538,764
475,490,668
512,504,624
506,500,588
508,498,594
524,506,592
523,504,586
521,510,606
515,508,608
514,506,606
511,506,612
