410,446,542
393,438,532
403,450,538
406,456,548
404,458,550
407,458,550
429,458,536
449,474,546
441,462,538
430,458,524
433,458,522
430,452,512
423,462,510
420,464,502
424,472,506
418,476,498
415,488,498
413,492,502
416,490,504
412,474,506
414,478,506
416,472,502
428,478,498
421,470,494
418,472,506
415,466,510
402,472,526
404,462,506
404,468,516
408,470,512
410,478,510
404,466,508
404,470,516
409,470,508
407,474,510
409,484,502
507,502,618
512,506,614
516,506,594
507,500,600
509,506,602
510,504,604
506,508,618
501,498,616
509,498,606
504,492,626
508,488,654
496,480,660
513,484,672
501,480,636
508,474,600
501,468,576
511,466,550
513,462,522
521,460,498
524,460,480
535,470,460
541,482,418
556,502,388
574,544,326
557,676,382
382,766,776
452,562,824
505,534,712
489,510,738
505,508,604
477,500,604
498,508,580
496,508,586
494,508,598
495,506,606
486,502,624
491,500,656
480,494,700
491,492,668
491,488,630
491,482,608
495,474,572
495,462,554
509,458,522
509,452,502
510,448,490
521,442,486
517,442,490
530,450,466
550,460,454
560,474,420
541,504,394
559,550,328
591,706,362
346,808,858
537,568,842
506,512,690
493,496,692
502,500,600
492,498,604
499,504,596
501,510,602
505,512,610
505,510,614
507,510,612
505,508,612
499,506,622
505,504,640
499,500,658
498,498,654
496,494,654
504,492,636
491,486,620
507,482,562
500,464,534
502,462,520
508,460,506
505,468,506
538,488,474
568,494,402
560,510,352
546,560,314
566,660,310
378,918,708
572,626,920
462,506,658
507,498,744
504,500,594
493,484,584
521,508,618
516,506,596
501,502,604
522,508,610
511,504,608
521,502,594
517,500,606
511,510,608
512,504,606
518,506,606
513,504,610
519,508,608
512,502,602
509,510,606
