472,486,580
474,490,592
482,498,616
485,492,598
495,512,614
469,484,600
460,460,582
464,478,594
486,500,638
470,482,640
461,478,630
485,484,618
496,474,566
500,474,518
497,458,490
479,486,424
467,488,336
459,648,664
470,538,854
472,524,716
471,510,628
469,512,586
478,514,588
486,518,592
486,512,602
487,514,610
485,514,602
483,512,602
481,514,602
483,516,600
480,514,602
481,514,604
482,516,616
476,516,626
469,512,630
465,512,656
472,514,648
470,510,644
478,502,586
467,484,560
463,486,516
469,486,418
432,482,350
433,516,338
469,730,716
340,508,914
391,526,690
465,510,594
454,512,598
465,516,584
467,514,596
472,516,596
471,516,596
471,518,602
469,518,606
469,518,602
468,518,592
466,518,598
465,518,598
470,520,598
471,524,598
468,524,604
449,524,634
439,522,660
444,520,672
469,528,636
461,514,592
469,518,550
457,504,408
432,484,358
448,536,380
417,716,654
339,614,880
392,550,740
468,524,588
465,518,596
469,524,584
476,522,588
477,524,602
474,524,596
475,524,610
478,524,602
475,522,598
475,524,600
478,524,600
476,522,604
476,522,600
477,520,612
483,518,610
476,504,598
481,510,602
485,524,616
480,498,594
476,494,594
481,510,598
478,504,588
472,500,610
471,514,606
479,524,604
467,510,602
