484,500,588
486,506,618
494,500,624
507,524,638
471,494,628
448,490,636
518,480,598
487,458,536
498,466,568
506,468,530
492,456,506
503,464,550
507,480,576
471,482,588
487,504,626
457,508,598
447,532,608
479,560,652
463,552,648
461,546,642
464,544,602
456,532,616
460,536,602
465,516,620
454,508,610
470,494,586
473,480,558
485,460,552
484,456,582
484,448,570
490,450,556
486,446,518
483,446,504
484,442,516
480,448,542
496,478,582
468,474,580
468,488,610
448,498,612
476,518,616
465,532,618
464,538,618
446,534,606
458,544,610
452,544,616
448,542,618
449,538,634
446,538,638
460,526,618
468,508,588
461,488,582
472,474,560
486,464,552
484,448,536
482,438,532
485,444,518
486,444,498
496,450,498
477,444,540
493,460,540
464,476,566
472,498,612
435,500,610
430,512,628
457,536,638
459,536,632
458,530,610
461,532,600
458,528,610
466,534,612
463,528,620
461,532,660
466,520,620
480,510,604
481,490,582
485,480,582
475,460,552
474,448,532
478,450,524
467,444,512
472,446,524
484,448,532
475,444,536
476,460,564
487,478,566
475,494,612
474,506,622
449,516,652
459,526,656
461,512,610
479,532,618
473,524,602
471,520,592
460,528,600
469,522,592
462,520,596
463,526,602
471,520,596
468,520,592
473,518,592
