426,470,564
420,470,572
413,476,576
431,472,556
419,470,560
422,470,560
431,472,562
434,472,562
436,470,560
429,468,552
427,466,558
423,464,556
433,468,556
423,462,556
434,468,554
431,464,560
436,464,546
427,460,552
427,460,548
432,462,548
434,462,548
429,460,544
434,462,542
428,460,544
434,466,544
425,466,544
425,472,544
428,478,538
422,478,540
431,476,538
428,470,536
429,462,538
432,464,538
430,458,542
429,462,546
434,456,542
430,462,546
423,460,542
429,468,542
424,460,538
423,466,548
422,464,550
424,466,552
420,466,552
421,466,554
423,470,550
426,474,550
426,474,546
423,474,550
414,476,554
414,478,554
424,488,554
413,472,518
424,482,574
420,484,562
424,476,534
414,476,562
423,478,558
419,474,546
427,478,546
425,478,540
417,472,552
423,474,550
416,470,554
423,468,538
424,468,550
420,470,558
429,468,546
421,468,546
423,466,540
417,464,546
426,464,546
426,464,544
422,464,546
427,460,540
423,462,542
425,460,536
423,456,540
425,458,540
427,458,530
426,460,540
428,458,536
425,454,532
430,460,534
428,472,536
434,484,524
427,480,520
420,468,518
419,460,522
419,458,536
427,454,532
425,454,538
426,446,532
413,458,532
425,454,532
422,458,534
422,456,528
426,458,530
420,462,532
425,462,534
420,462,530
426,462,530
419,464,532
422,462,528
420,470,530
421,468,532
423,468,542
425,474,534
417,472,540
410,470,538
413,474,538
416,474,540
412,484,546
430,492,558
449,496,588
458,492,586
458,484,582
449,486,588
440,486,586
448,494,594
444,494,588
438,494,590
435,490,590
432,484,584
439,486,582
441,486,580
446,484,578
434,478,572
443,482,578
437,476,570
434,476,578
439,474,570
433,472,570
442,478,564
430,472,562
441,476,568
436,472,568
426,464,566
435,470,560
423,466,560
443,484,554
433,492,562
444,504,556
435,496,556
439,482,548
422,470,554
435,474,560
416,466,554
435,476,572
416,466,554
433,472,560
424,474,562
434,472,560
426,478,566
428,474,566
422,476,558
425,476,564
425,476,564
430,478,566
440,484,566
431,486,564
429,486,566
429,484,564
429,482,564
427,486,572
426,488,566
424,492,562
416,496,558
