447,470,532
478,492,574
520,484,614
508,470,608
495,482,608
522,490,610
524,494,622
526,474,612
507,460,576
543,472,594
549,486,622
505,454,576
528,474,552
507,460,544
510,468,562
496,486,542
503,506,562
485,530,624
467,532,630
468,544,630
461,554,626
446,552,634
454,556,634
463,560,628
460,550,630
465,546,624
464,528,608
483,516,604
478,502,600
503,510,582
493,460,570
489,458,560
501,452,570
511,446,564
504,440,552
509,446,530
510,446,526
513,448,522
525,468,532
490,478,536
478,488,558
488,534,636
459,512,640
476,536,630
460,526,624
463,538,634
470,538,624
464,530,598
477,544,608
473,542,608
468,538,614
472,538,608
467,534,610
472,532,614
473,522,610
473,514,604
486,510,614
484,498,610
492,488,606
494,478,584
496,472,584
490,458,568
495,450,568
493,444,556
488,432,544
507,440,520
513,450,520
497,446,528
514,456,558
498,458,572
499,460,576
505,486,622
483,478,614
491,496,606
484,508,620
493,516,612
487,528,610
475,524,602
472,534,598
485,560,612
467,560,626
463,560,628
458,556,632
460,554,644
470,552,638
485,528,608
480,498,582
484,488,572
495,472,558
501,456,568
495,448,570
493,442,558
486,436,544
485,434,532
493,444,498
510,442,516
503,440,522
501,452,558
488,458,584
501,470,582
489,480,614
483,482,600
479,506,646
470,504,612
478,516,622
493,528,622
490,520,622
496,508,614
468,532,630
494,530,604
492,530,596
495,522,602
482,532,600
481,542,608
496,534,594
482,524,592
485,534,604
488,534,600
