501,490,586
516,502,600
513,504,618
560,506,660
531,494,694
525,492,686
485,480,650
480,482,616
458,482,552
484,494,506
499,494,484
527,508,466
542,510,398
539,586,376
499,680,516
409,594,880
499,552,918
484,518,828
449,540,712
479,546,574
488,536,536
497,518,528
538,512,492
554,518,482
590,522,428
597,532,304
571,558,326
489,648,444
343,670,838
344,526,918
557,532,878
434,476,742
462,492,724
459,512,644
496,540,550
509,538,534
527,536,512
562,548,472
574,548,418
605,564,300
599,578,288
529,674,392
505,828,566
380,860,884
580,564,838
442,484,860
523,520,786
483,532,700
492,548,608
483,556,566
515,534,484
542,526,456
554,522,420
558,532,384
585,554,310
558,576,334
506,676,444
464,750,570
385,576,920
506,536,740
477,516,720
525,520,658
514,518,604
509,516,602
510,518,590
519,524,606
522,526,612
516,518,606
520,518,616
529,518,614
507,514,624
503,516,618
511,508,590
519,514,604
518,514,600
518,512,596
