508,494,586
512,500,626
522,500,600
518,498,602
508,498,606
520,498,590
508,492,602
511,492,628
515,482,678
506,468,720
498,470,698
507,474,634
510,466,574
507,468,560
505,460,534
513,464,516
519,474,498
532,498,474
547,522,450
561,532,422
551,554,368
589,612,342
560,654,332
549,852,448
331,646,920
494,560,918
422,486,770
477,492,700
471,498,642
486,508,590
493,512,602
495,512,588
492,510,606
494,514,616
494,514,616
494,512,616
490,512,618
485,510,622
473,504,638
475,496,644
468,492,642
469,484,628
461,480,626
456,476,614
461,472,596
456,462,572
457,460,554
465,462,542
479,470,530
490,476,510
510,490,478
518,506,450
520,514,426
565,546,390
557,578,348
571,618,346
562,816,388
459,920,724
447,548,920
469,476,730
505,500,696
503,504,652
490,508,606
509,512,588
499,510,596
502,514,602
505,516,612
505,516,610
502,514,608
500,514,604
499,512,606
502,512,604
501,512,610
502,510,612
499,516,646
494,518,684
470,514,706
460,504,704
474,516,664
478,522,638
480,538,578
490,546,520
497,534,490
509,516,462
517,514,460
542,512,410
549,526,364
559,540,346
527,578,354
511,682,388
530,810,476
364,758,920
500,554,886
519,548,816
496,522,688
506,522,588
504,518,578
501,516,604
510,518,590
509,514,592
525,522,614
517,516,600
514,512,610
516,516,606
509,512,612
500,520,612
